ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_24_undefined_Total,E_24_undefined_Dem,E_24_undefined_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
10,10,142807,118638,10397,3485,6882,4099,1072,0,0,150810,121064,12894,4734,8483,5148,1306,0,0,157012,119689,15050,5356,9105,6838,1592,157261,119863,15061,5372,9107,6850,1595,154318,121031,14845,4649,8545,5487,1516,2634,5450,2303,481,6602,159289,122971,15738,5436,9475,5725,1407,111089,95606,6225,1908,4651,2769,633,0,0,116600,99242,6358,2676,4389,2651,394,2261,3642,1412,394,898,0,126071,100035,9742,3453,6644,4919,1069,126071,100035,9742,2241,4602,1480,478,6774,119456,100417,7575,2795,4373,3019,399,0,0,0,0,122814,102295,8218,3067,5099,2943,313,2356,3987,1428,313,124779,102906,9047,3176,5658,2699,431,2088,4400,1084,431,74328,38837,34047,72461,37602,34859,74884,34964,33840,76288,40003,36285,76124,36485,39639,70046,43783,0,72078,33300,38778,73795,35490,38305,73992,29564,44428,64893,0,64893,72769,36896,35873,84455,42194,40839,95913,49102,43364,95376,46720,48371,92848,45413,47355,91473,46650,44764,84789,61830,0,92918,38194,54615,91901,43886,47935,84306,42020,40838,75362,38894,36289,73272,33691,3337,75095,39815,35161,89657,43442,46052,89395,46210,42157,93702,49167,41106,90432,48383,41850,92344,46049,46082,90132,45654,44380,89573,47036,42442,90616,45518,45010,90362,48603,41654,89578,46612,42880,91324,51320,39792
11,11,137110,67944,17246,18309,32001,2741,2281,0,0,149366,67057,20005,20880,39424,3769,3007,0,0,156953,61763,23331,21859,46581,4539,2971,157228,61867,23335,21971,46594,4543,2981,149501,65397,20786,20721,39638,3598,3059,15786,34679,715,1915,9340,153304,62448,22638,21431,44268,4612,3047,104672,56558,10990,12259,23194,1873,1450,0,0,99246,54402,7126,11796,21597,2046,1130,10651,20412,675,1130,1290,0,123867,53284,15904,15776,35418,3509,2110,123867,53284,15904,13224,32118,559,1272,6758,99778,52866,7804,11984,22378,2122,1302,0,0,0,0,103375,52256,8993,12272,25221,1748,1250,10684,23441,599,1250,103594,50081,9687,13105,26399,1660,1175,11167,24706,551,1175,51669,33964,16867,55116,37036,18080,56850,37654,15244,56817,38980,17837,56731,35796,20935,52253,38929,0,52813,31920,20893,54159,34940,19219,54413,29450,24963,45728,0,45728,51787,35612,16175,63456,43291,19216,73293,50588,20619,72392,49699,22487,70195,47296,22852,69143,47583,21514,65012,57243,0,70151,38937,31122,69444,44443,24946,61958,42227,18759,47894,32574,15187,46473,27805,1176,47426,32645,14701,61372,38776,22495,62182,41811,19676,64851,43185,19245,62581,43420,18969,63592,41004,22442,61772,40117,21592,61201,41396,19754,62075,40507,21486,61928,42866,18994,61541,40905,20587,4296,2936,1347
12,12,142208,109418,24373,1748,4098,2956,640,0,0,152066,112890,28572,2981,5411,3807,827,0,0,159086,112560,30193,2807,7446,5230,980,157096,111507,30148,2371,7388,5136,935,153898,112864,29406,3010,6545,4084,853,1187,4086,553,130,5444,157822,113780,30308,2654,7660,4323,996,105380,85249,14465,1128,2623,2019,408,0,0,106475,89117,10773,1637,2580,1895,92,1207,1909,786,92,528,0,121529,90515,19430,1861,4895,3869,687,121529,90515,19430,1105,3502,812,171,5449,107218,89478,10798,1605,2950,1893,86,0,0,0,0,109487,90750,11553,1365,3100,2105,94,979,2197,842,94,110412,89772,12793,1485,3490,2112,158,1052,2573,935,158,64366,31198,31762,64248,30512,33736,68158,30120,32626,69327,33981,35346,69338,30343,38995,62347,37132,0,64746,27348,37398,66689,28974,37715,66869,23748,43121,58241,0,58241,68179,32873,35306,78041,37109,39688,89087,44220,41834,88576,41084,47128,86187,40207,45904,85017,41036,43944,78608,54314,0,86283,32549,53655,85323,38026,47249,78221,37047,39904,70442,33727,36564,67673,28316,3375,70092,35894,33982,83675,36523,47035,83824,40636,42314,87916,43169,41400,85758,43271,42319,86860,39964,46730,84065,39178,44835,83579,40402,43113,85015,39284,45640,84323,42490,41765,83766,40496,43214,85852,44936,40737
13,13,141451,90562,44187,2146,2608,3245,367,0,0,153118,94974,50427,2602,2892,3671,727,0,0,157078,90126,55632,2425,3766,6122,659,157368,90275,55642,2441,3768,6132,659,156786,94783,52450,2539,2923,3758,771,1529,1515,1209,410,4558,158050,91839,55219,2688,3290,5183,524,102787,72446,25543,1329,1921,2202,221,0,0,98003,76346,16456,1365,1382,1918,289,1060,973,920,289,298,0,116095,73073,34569,1584,2739,4421,460,116095,73073,34569,854,1767,1001,158,4181,101337,77718,18225,1446,1587,2036,174,0,0,0,0,102221,75947,20883,1513,1565,2227,122,917,900,827,122,105913,77995,22157,1610,1852,2179,74,1103,1032,679,74,48377,18698,28294,47290,17862,29428,50460,16307,30608,50998,20415,30583,50910,18336,32574,45324,24640,0,48003,16715,31288,48941,16098,32843,49100,13749,35351,42900,0,42900,48699,17494,31205,58723,20998,37043,68651,24836,41775,68298,22803,45285,66274,23667,42530,65633,24057,41509,59093,36213,0,66599,19563,46942,66031,22115,43857,58678,20289,37695,50895,16428,34392,48024,14768,2167,49934,16342,32775,64187,19397,44661,63530,21850,41221,67323,23094,41944,65205,24248,40789,66315,21528,44656,64628,20927,43646,64226,22097,42081,65099,20843,44193,64799,22839,41916,64439,22111,42276,25891,11800,14030
14,14,153422,41203,99327,2649,1997,11138,352,0,0,156161,37517,106179,2973,2499,11180,551,0,0,156731,32501,109871,2390,2342,14959,502,157373,32687,109923,2427,2343,15005,506,156950,36584,107229,3507,2753,10828,1495,1396,1355,6600,1060,2549,158545,35103,109947,3162,3379,10703,1219,100287,34190,57399,1669,1334,7048,212,0,0,74956,30855,35963,926,977,5925,174,757,724,5192,174,175,0,106821,27452,69214,1507,1611,9951,316,106821,27452,69214,906,1006,5574,90,2251,77772,30627,38935,931,1023,5503,268,0,0,0,0,78547,29867,40209,1027,1294,5290,232,834,995,4101,232,78304,27285,42837,1087,891,5171,261,809,703,3836,261,30702,16691,13177,30770,17699,13071,30941,16597,12541,30898,19095,11803,30774,17754,13020,28736,19364,0,29587,16950,12637,29900,15976,13924,29912,14664,15248,25524,0,25524,26566,14539,12027,33990,19280,14383,39220,22185,16095,38937,21426,17427,37808,21656,16122,37551,21561,15960,34641,28056,0,37834,19476,18323,37670,20622,17028,32496,17676,14480,21676,9320,12296,20813,8481,1368,21292,8276,12471,33777,15441,18172,33009,16781,15993,35326,17323,16930,33442,17797,15517,34470,17182,17197,34108,16487,17523,33882,17316,16493,34101,16578,17448,34113,17709,16341,33897,17244,16565,0,0,0
15,15,144625,96483,41119,1901,2801,3842,376,0,0,150996,92032,49724,2647,3178,4519,201,0,0,156795,90139,54694,2658,3727,7170,585,157122,90294,54710,2673,3728,7178,585,152250,91641,51206,2818,3534,4446,415,1715,1503,1401,188,4422,156043,90758,54489,3369,3673,5571,536,105403,76893,23822,1016,1830,2448,217,0,0,99305,74385,19664,1100,1560,2423,57,923,960,1408,57,109,0,117189,73981,34536,1602,2630,4877,389,117189,73981,34536,839,1722,1264,128,4221,101038,74422,21220,1238,1816,2164,190,0,0,0,0,103443,74613,23165,1247,1852,2271,213,959,1183,799,213,106968,74199,26682,1544,2049,2276,114,921,1499,627,114,60141,23017,35935,57970,21474,36496,60707,20264,36675,61349,25487,35862,61302,23582,37720,56133,31302,0,58444,21292,37152,59420,20116,39304,59509,16236,43273,53302,0,53302,56430,20277,36153,66448,24928,40762,74639,28658,44032,74226,27053,46912,72202,27404,44733,71471,27788,43635,64380,43397,0,72110,22014,50028,71777,24922,46804,64995,23505,40716,53128,17179,35855,50820,16061,3597,52059,15895,34515,67865,21821,45859,66971,24332,42113,70369,25888,42397,66882,26248,40363,69476,24242,45071,68372,23645,44604,67893,25234,42550,68492,23631,44753,68411,26310,41986,67992,25543,42341,0,0,0
16,16,135854,98048,28604,3139,4154,2529,607,0,0,154324,102560,39610,4519,5379,3791,901,0,0,160924,102105,43142,4502,5995,5637,1085,157165,100067,43054,3753,5916,5485,1018,155156,101576,40914,4839,5374,3778,1002,2704,3516,452,263,5094,161536,103428,44904,4338,5876,5220,1212,100914,77557,16691,2098,2964,1787,414,0,0,103778,80955,15479,2723,2300,1754,104,2030,1761,494,104,566,0,121384,82415,27251,3093,4400,4083,771,121384,82415,27251,2166,2961,801,225,5045,104533,80070,16491,2796,2494,1912,192,0,0,0,0,110209,82671,19081,2841,2725,1844,356,2253,1967,380,356,113838,83951,21329,2186,3394,1968,317,1713,2489,407,317,54786,20744,32794,56680,21546,35134,59340,21169,33152,60381,27727,32654,60397,24060,36337,55227,30753,0,57306,21921,35385,58302,21565,36737,58245,17370,40875,52610,0,52610,58168,24512,33656,66922,27320,38524,76095,30830,42258,75669,29800,45591,73818,29873,43871,73107,30649,42404,65944,44237,0,73622,24030,49501,73375,26710,46602,66386,26247,39041,56646,21087,35483,54265,18766,5103,56024,19310,36172,70826,25696,45011,69974,28082,41269,73644,29841,41235,71672,31149,40389,72385,28233,44059,71304,27419,43848,70994,29132,41821,71431,27271,44115,71356,29974,41341,71052,29019,41991,32132,12260,19858
17,17,136644,111623,9143,3322,9666,2964,1316,0,0,147792,115403,13317,4198,11737,3256,1262,0,0,157512,115604,15977,4916,13955,5434,2285,157283,115456,15973,4865,13955,5421,2285,150590,115276,13774,4678,12557,3657,1412,2347,9738,1240,660,7339,157981,116721,15977,4817,13769,4473,2388,100461,85000,5295,1766,6303,1887,770,0,0,106546,89924,5443,1907,6708,1947,253,1328,5757,799,253,363,0,121430,92644,10278,3072,9898,3949,1438,121430,92644,10278,1964,7976,871,848,6269,109938,91767,5407,2294,7328,2193,354,0,0,0,0,115577,94892,6940,2482,7538,2583,321,1807,6270,806,321,118652,95598,8396,2894,8129,2278,557,1988,6740,702,557,62469,32102,29166,61552,29826,31726,67720,31412,31238,68031,34609,33422,67653,32093,35560,61910,37653,0,64712,29824,34888,65851,30796,35055,65777,25725,40052,58022,0,58022,65393,34421,30972,77778,39541,37081,90741,46947,40993,89609,45962,43435,86373,43918,42361,85755,44559,41121,76877,60189,0,86578,38017,48456,86120,41002,45042,78125,39733,37218,69983,35693,34200,67699,31327,3298,69720,38110,31187,85561,40084,44891,85399,44481,40074,90783,47623,40001,87597,47108,40213,88238,45578,42552,86289,43933,42274,86010,45811,40114,87028,44185,42741,86706,47270,39331,86240,45649,40503,79856,45693,33821
18,18,130182,108519,9147,3221,6578,2593,1274,0,0,147470,120826,12166,3875,8094,2483,1712,0,0,157021,118165,16295,5370,10474,5397,2257,157261,118336,16301,5394,10477,5400,2257,151481,121221,13870,4698,8845,2739,1820,2392,6074,601,447,6499,157397,123007,15122,5163,10100,3390,1868,93504,80494,5172,1692,4235,1639,702,0,0,105476,92375,4565,1958,4119,1427,467,1415,3416,374,467,615,0,119539,93264,10177,3364,7436,3894,1469,119539,93264,10177,2172,5510,697,809,6351,109536,94449,5840,2319,4369,1513,340,0,0,0,0,115330,97417,7018,2526,5531,1534,477,1878,4141,292,477,118045,96822,8893,2802,6599,1899,306,1884,5074,281,306,56063,28156,26893,56766,27283,29483,62885,27751,30524,63146,31011,32135,63011,28837,34174,57929,34552,0,60437,26910,33527,61377,27444,33933,61361,22335,39026,55000,0,55000,61581,31149,30432,74157,35714,37348,87963,42583,42606,86893,41791,44880,83671,40070,43522,83162,40976,42115,75500,56891,0,83967,33944,49938,83517,37283,46143,74627,35924,37585,65761,32146,33517,63773,28187,3669,65521,34869,30217,83487,37278,45586,82639,40791,41019,88158,43677,41599,84951,43627,41049,85809,42031,43663,84246,40535,43606,83932,42646,41198,84866,40881,43891,84527,43945,40477,84204,42505,41623,86462,46744,39338
19,19,149454,126104,12244,2151,3457,6097,752,0,0,155268,126303,15802,3791,3529,7132,1214,0,0,158334,123713,15963,3211,4492,9663,1535,157236,123231,15931,2861,4449,9636,1496,158301,127072,16593,4090,3637,7192,1371,1882,1908,2687,488,7117,161473,128050,17264,3745,4328,7751,1158,115563,101198,6815,1226,2333,4119,456,0,0,117421,102630,6142,1792,1979,4332,181,1301,1431,1836,181,472,0,125140,101845,9698,2035,3126,6939,1013,125140,101845,9698,1225,2046,2422,488,6869,120764,104280,7167,2130,1943,4436,319,0,0,0,0,123435,106232,7462,2095,2147,4522,352,1403,1494,1787,352,124437,106263,7770,2084,2313,4775,493,1259,1528,1979,493,66250,35040,29342,62132,32474,29658,64949,25309,34559,65498,32908,32590,65331,28517,36814,59247,35600,0,61496,28038,33458,63151,27043,36108,63408,23412,39996,55191,0,55191,63496,29059,34437,73729,31596,41116,84336,34867,46859,83910,32715,50926,81341,34021,47230,80669,34866,45730,73923,50644,0,81459,28823,52523,80869,32901,47883,73615,30532,42041,64855,26692,38037,62092,23202,3132,64625,29332,35046,79997,29005,50543,79034,32954,45434,83376,33970,46621,80815,36461,44109,82140,33012,48995,80247,32612,47572,79870,33758,46054,80958,32838,48020,80468,34391,46002,80083,33341,46677,81593,37850,43466
20,20,136012,120178,9006,1339,2340,3431,482,0,0,145289,125918,10055,2229,3881,3617,947,0,0,157077,129184,13555,2157,4137,6380,1022,157345,129471,13550,2131,4134,6387,1022,148322,127607,11036,2349,3809,3719,908,847,2178,761,198,5273,156189,131378,13233,2737,3944,4373,927,101480,91949,5042,670,1455,2405,278,0,0,108104,98291,4009,923,1906,2251,208,727,1422,584,208,517,0,119266,101008,8120,1241,2761,4635,582,119266,101008,8120,657,1701,1102,222,5851,109744,99811,4200,812,2050,2223,169,0,0,0,0,115779,103567,5597,1112,2294,2578,234,771,1410,651,234,120787,107340,6482,1266,2297,2812,292,752,1528,789,292,64828,27585,35742,63271,25439,37832,67976,21651,41496,68359,27166,41193,68376,23694,44682,61515,32037,0,64993,22776,42217,66476,22405,44071,66685,18745,47940,58904,0,58904,66987,24893,42094,79310,27886,50399,92506,32075,57739,92068,30568,61282,89212,30597,58519,88412,31468,56866,79908,49324,0,89295,25612,63564,88705,29188,59442,80284,27569,51675,74296,25440,48745,71103,22289,4988,73850,28243,45201,91076,28303,62002,90081,31512,57808,95839,33461,59332,92730,34895,57550,94106,31690,62277,91986,31194,60712,91575,32665,58824,92753,31428,61238,92253,33673,58490,91807,32582,59140,94218,37940,55968
21,21,132246,88480,13600,6799,21417,2649,1458,0,0,151766,93170,18029,10145,29078,3090,2214,0,0,157052,87603,20035,12169,32493,4408,2308,157212,87700,20039,12201,32502,4411,2310,152436,91075,18837,10680,30323,3122,2026,7461,24918,576,756,8386,153597,89397,17204,11528,31927,3432,3049,102463,72309,8590,4219,15596,1816,942,0,0,104975,75241,6840,4855,14591,1731,612,3990,12936,450,612,1099,0,124223,73748,13321,8084,24891,3283,1564,124223,73748,13321,6446,21973,644,852,6505,105507,74372,7215,5413,15551,1473,608,0,0,0,0,107942,74078,6870,6221,17009,1736,937,4844,15256,458,937,109372,73058,8212,6306,18090,1639,1044,5048,15987,583,1044,59226,37552,20679,60336,38090,22246,64392,40525,19147,65767,42423,23344,65619,38832,26787,61107,44031,0,61651,34893,26758,63209,38484,24725,63458,31396,32062,55148,0,55148,59756,38895,20861,71618,46699,23710,81098,54652,23926,80459,53131,27038,78564,50596,27894,77334,51032,26232,73912,62877,0,78459,40885,37492,77739,47635,30038,70314,46052,23029,57991,38591,19269,56809,33095,1615,57604,38482,19022,70353,42771,27490,71746,47388,23442,74834,49633,22335,72711,49051,23481,73064,46787,26131,71001,45559,25386,70406,47076,23275,71429,45836,25534,71130,48742,22318,70635,46469,24101,72034,50089,21728
22,22,131491,103196,8735,5582,10939,3535,1855,0,0,147348,109219,12868,7663,14483,3857,2425,0,0,156969,108939,15162,9436,16153,6645,3376,157257,109141,15170,9469,16159,6656,3381,149536,108785,14178,8677,14828,3748,2184,4936,10470,1040,1442,8121,157236,111479,15572,10703,15510,4678,2757,103237,84226,5507,3310,7700,2449,1109,0,0,112641,89747,6813,4349,7909,2041,1009,3842,6331,989,1009,764,0,124667,90947,9939,6035,11615,4799,2118,124667,90947,9939,4032,8888,1190,1390,7611,114802,90489,7572,4835,8061,2023,1072,0,0,0,0,120798,93511,8953,5393,8271,2472,1298,4075,6588,692,1298,123223,94286,9466,5838,9215,2513,1257,4227,7727,651,1257,68855,44753,22762,66654,43661,22993,71092,43266,21277,71799,47822,23977,71774,44505,27269,67317,49595,0,68037,41254,26783,69346,43320,26026,70311,31452,38859,59686,0,59686,68581,45739,22842,80305,52313,26422,91672,60418,27828,90826,59220,31284,88884,57502,31275,87829,58574,29191,84089,72448,0,88944,41270,47581,87803,53306,34418,79780,52027,26154,68773,46044,22530,67431,37044,1439,68123,46058,21959,85531,53308,32069,84814,56553,27157,89044,59619,25628,86821,59562,27005,88079,57160,30721,85887,56483,29320,85332,58495,26751,86783,58711,27966,86091,60272,25712,85581,57804,27697,86388,59244,26843
23,23,143602,112181,9013,5783,12134,5242,2229,0,0,153895,115430,12849,7011,13981,5261,2479,0,0,156995,112247,14120,7468,15385,7211,3215,157258,112417,14123,7515,15393,7219,3225,155534,115944,13425,7669,14000,5372,2282,4153,8273,1597,1009,10923,156656,115351,12846,8287,14583,5498,2512,110820,90051,5590,3439,8309,3450,1293,0,0,117530,93335,7295,4202,7672,3345,755,3101,5524,1094,755,1039,0,125082,93500,9295,4940,11097,5104,2002,125082,93500,9295,3148,7818,1754,1100,7746,119653,95131,7500,4388,7756,3316,724,0,0,0,0,121752,96611,7227,4832,8114,3206,788,3571,5565,1172,788,123460,96711,8313,4681,8285,3249,1079,3354,5936,1317,1079,73375,43305,28696,71097,42434,28663,73054,41556,24923,74346,45568,28778,74095,42797,31298,68302,47291,0,70196,38457,31739,71883,41109,30774,72038,34444,37594,61103,0,61103,70239,43605,26634,81697,50171,29938,92347,58253,30421,91694,56968,34456,89419,54990,34334,88280,55434,32760,81803,69283,0,89437,44507,44832,88634,51801,36747,81279,50183,29472,71832,45589,26080,69971,38393,2216,71684,47597,24026,86514,51520,34892,86349,54934,30335,90356,58181,28830,88479,57509,30804,89126,55674,33247,86991,54325,32590,86568,55894,30606,87858,54530,33221,87286,57759,29440,86813,55475,31270,87740,55148,32440
24,24,146981,124656,8160,1813,3411,9908,647,0,0,152450,127429,9795,1985,3869,9949,422,0,0,157873,126010,10550,2642,4575,13152,949,157233,125789,10514,2462,4541,13122,928,154547,128417,10170,1987,4028,10065,327,1007,2353,6086,107,5939,157909,128800,11442,2397,4464,10609,536,119529,104836,4765,1115,2440,6595,437,0,0,123159,107731,5059,1192,2341,6570,135,851,1652,4418,135,191,0,131609,109031,6803,1705,3409,9235,667,131609,109031,6803,934,2150,4837,202,6889,125340,109619,5018,1265,2360,6852,96,0,0,0,0,128679,112021,5458,1306,2564,6944,118,697,1573,3849,118,131289,113988,5491,1668,2875,6912,145,865,1833,3461,145,78105,43592,32517,74667,42038,32629,78639,38535,34017,79278,45052,34226,79149,42250,36899,73053,47131,0,75003,38928,36075,76905,40158,36747,77079,34559,42520,65945,0,65945,79524,43679,35845,88680,47615,39880,99956,53804,43246,99606,52712,46676,97093,51851,45153,96302,52982,43241,87879,69457,0,97435,43871,53460,96506,50149,46285,89035,47631,40187,81532,45148,36191,79503,39025,3043,81781,47625,34071,95412,49690,45546,94913,52498,41620,98965,54691,40983,96657,55466,40992,97843,53236,44356,95744,52257,43394,95250,53691,41484,96373,52380,43891,95875,54777,41013,95445,53393,41981,95792,52728,42876
25,25,132973,102369,10422,7109,9905,3910,2154,0,0,149719,107742,15264,8749,14579,4395,3318,0,0,157063,102764,18299,12422,15820,6727,4512,157268,102901,18301,12460,15826,6735,4516,151225,108210,14717,9427,14799,4289,3224,5088,9361,1095,1600,10624,157979,107920,17270,12905,16247,4530,3563,98259,79299,6000,4024,6451,2419,1216,0,0,108350,85192,7347,4327,7070,2645,916,3538,5524,1146,916,948,0,119285,82955,11448,7795,10850,4632,2621,119285,82955,11448,5634,7615,1240,1719,8015,108244,85026,6966,4458,7220,2631,970,0,0,0,0,113124,85993,8542,6053,7892,2392,1210,4650,5965,653,1210,113433,82531,9023,7690,8292,2655,1472,6035,5962,688,1472,58135,29413,27750,59400,30103,29297,61743,27123,29476,62855,31692,31163,62789,28109,34680,57282,35221,0,59785,27440,32345,60486,26995,33491,60720,22058,38662,53949,0,53949,56597,26910,29687,70384,33442,35631,81766,40086,38623,81251,37742,43202,78966,37122,41761,78098,39167,38857,74213,54225,0,79099,30473,48533,78195,36092,42023,69448,32664,35443,57043,26949,29938,55409,21122,2726,56766,27051,29628,73037,32892,40023,72911,35166,36875,76295,37287,36334,74391,37399,36852,75338,34449,40733,73548,34768,38724,73103,36662,36376,73924,35484,38382,73492,37313,36123,73090,35321,37729,73824,36968,36736
26,26,139778,115962,7892,4835,7291,3998,2037,0,0,148927,120097,9766,5750,9488,4589,2431,0,0,157657,119683,12385,6707,10927,6164,2972,157227,119442,12352,6664,10914,6129,2972,152142,120519,10115,5425,11429,4750,2614,2777,5505,1089,1390,10474,157123,121931,12805,5615,11888,4926,2688,108850,92756,5045,3165,4973,2706,1263,0,0,116047,97623,6077,3420,4649,2503,853,2678,3365,904,853,1004,0,125634,98450,8491,4629,7737,4509,1908,125634,98450,8491,3055,4938,1037,1003,7887,117901,98373,6465,3295,5562,2579,1090,0,0,0,0,121808,100221,7910,3028,5953,2747,1062,1874,3790,793,1062,122566,100489,8126,2933,6283,2898,711,1548,4154,712,711,69557,35462,32689,68995,34975,34020,72640,32969,32892,74086,38000,36086,73920,34185,39735,67675,41375,0,70311,32305,38006,71781,32937,38844,71824,26722,45102,63107,0,63107,71915,36131,35784,82809,40904,40197,94087,47878,42396,93575,45794,47465,91289,44616,46579,90152,46320,43753,83662,63607,0,91414,36154,55155,90422,42454,47889,83090,41022,40344,75664,38633,36892,73295,30461,3650,75588,41510,34021,90473,43860,46471,89872,46402,42320,94077,49659,40840,92228,49468,42599,93015,46548,46252,91026,46123,44818,90434,48199,42162,91530,46118,45333,91015,49349,41587,90586,47172,43349,91826,47587,44130
