ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
79,79,9201,8804,117,63,68,151,4,0,0,9744,9163,248,149,24,261,0,0,0,9291,8552,161,102,79,262,7,9544,9186,156,64,38,182,0,5,0,33,0,164,9316,8998,71,74,75,60,0,7285,7040,69,30,45,106,4,0,0,7585,7295,114,43,8,121,0,4,4,54,0,0,0,7378,6894,90,46,47,193,6,7378,6894,90,14,36,25,4,296,7575,7380,68,39,0,92,0,0,0,0,0,7430,7280,8,49,60,32,0,4,0,4,0,7675,7542,24,28,45,36,0,10,0,8,0,4933,2664,2132,4248,2378,1870,4952,1851,2625,3887,283,1676,3862,1426,1849,4726,1735,2586,5248,2212,2857,5236,1731,3155
80,80,9305,8935,93,60,90,127,4,0,0,10355,9960,94,141,25,127,0,0,0,9288,8618,103,90,69,276,9,10128,9749,102,94,17,149,0,68,8,6,0,195,9874,9417,102,103,10,240,0,7143,6923,51,32,39,95,2,0,0,7905,7700,43,83,8,73,0,83,4,10,0,0,0,7330,6856,73,43,55,195,3,7330,6856,73,25,27,35,1,308,7935,7730,55,58,10,86,0,0,0,0,0,7960,7700,29,64,10,189,0,34,0,29,0,7780,7501,45,43,53,150,0,8,32,28,0,5047,2627,2303,4621,2474,2147,5052,1752,2851,4096,284,1922,4156,1377,2190,4926,1650,2876,5403,2124,3131,5406,1642,3447
81,81,8987,8633,83,60,54,147,11,0,0,8689,8315,103,66,167,35,7,0,0,9072,8364,126,83,107,278,6,8721,8142,275,91,48,80,2,75,13,40,0,160,8772,7907,281,122,46,176,0,7080,6848,49,27,38,106,7,0,0,6735,6534,73,34,50,29,0,33,0,4,0,4,0,7442,6978,72,40,63,200,3,7442,6978,72,18,47,16,1,290,7017,6708,151,53,15,89,0,0,0,0,0,7285,6835,215,82,30,125,0,82,0,29,0,7546,7141,73,152,0,157,0,134,0,19,0,5038,2860,2044,4503,2528,1975,4958,2047,2496,4261,364,1617,4221,1881,1959,5026,2154,2534,5572,2717,2679,5561,2194,3014
82,82,9304,8869,80,84,174,84,9,0,0,9092,8609,74,55,73,285,0,0,0,9313,8609,164,78,84,258,11,9585,8790,130,174,107,294,9,8,38,61,0,561,9810,8877,239,160,205,154,23,7232,6995,47,36,89,60,4,0,0,7315,7001,44,37,33,203,0,4,8,40,0,8,0,7435,6962,93,50,51,180,9,7435,6962,93,22,32,19,4,267,7508,7107,105,32,45,209,0,0,0,0,0,7655,7235,200,34,68,105,0,14,29,25,0,8266,7827,188,54,37,146,0,24,16,18,0,4933,2822,1995,4454,2484,1970,4948,2089,2441,4130,502,1539,4151,1932,1939,4948,2145,2509,5498,2656,2687,5489,2150,2998
83,83,9088,8746,92,87,57,100,8,0,0,9459,9159,109,59,78,65,7,0,0,9062,8349,159,121,112,215,8,9248,8687,196,103,67,81,3,58,60,0,3,244,9100,8513,202,87,80,87,4,7289,7072,59,56,29,69,5,0,0,8230,7980,95,54,59,68,4,10,55,0,4,0,0,7530,7064,90,67,61,165,6,7530,7064,90,35,35,19,2,262,8190,7815,180,84,43,84,4,0,0,0,0,7820,7455,163,79,37,81,4,30,29,4,4,7716,7400,131,53,27,105,0,31,10,33,0,5098,2809,2184,4719,2570,2149,5138,2094,2622,4462,391,1843,4440,1973,2151,5184,2222,2653,5708,2831,2723,5695,2227,3128
84,84,8318,8061,46,46,59,87,0,0,0,8413,8269,38,28,41,43,0,0,0,8778,8106,125,109,89,232,13,8545,8141,84,33,27,31,4,11,0,12,0,299,8568,7988,108,37,35,65,95,6503,6328,39,31,38,61,0,0,0,6710,6618,33,12,18,36,0,8,18,19,0,0,0,7141,6679,83,54,70,164,8,7141,6679,83,21,51,12,1,276,6949,6866,27,12,0,12,0,0,0,0,0,7044,6851,50,33,4,44,40,8,0,46,40,7141,6910,63,52,12,38,42,14,7,57,42,4747,2411,2208,4417,2247,2170,5044,1830,2841,4228,388,1985,4309,1600,2485,5102,1851,2994,5640,2333,3166,5646,1857,3473
85,85,8672,8395,72,81,71,78,7,0,0,8728,8477,94,65,66,42,0,0,0,8822,8241,146,78,91,185,13,8776,8463,106,78,72,8,0,67,29,0,0,107,8982,8159,141,134,209,112,0,6792,6620,51,33,37,56,2,0,0,7030,6892,45,19,47,25,0,15,22,0,0,0,0,7299,6882,108,45,67,129,5,7299,6882,108,32,43,9,2,208,7117,6985,55,28,65,14,0,0,0,0,0,7258,6921,65,68,175,48,0,29,70,7,0,7745,7274,120,96,206,57,0,47,62,6,0,4782,2518,2197,4412,2261,2151,4673,1863,2480,3947,358,1671,3960,1574,2178,4737,1892,2599,5259,2456,2657,5265,1923,3057
86,86,8493,8189,88,68,60,85,13,0,0,8825,8590,128,18,41,48,0,0,0,8601,7917,144,92,107,191,13,8972,8089,14,17,22,39,0,17,0,0,0,391,8494,7668,81,10,132,35,0,6648,6460,52,31,31,65,7,0,0,7227,7085,82,24,15,38,0,24,0,0,0,0,0,7028,6559,96,49,55,141,9,7028,6559,96,27,28,8,1,274,7516,7442,10,14,10,31,0,0,0,0,0,6961,6771,54,4,99,20,0,4,80,0,0,7022,6710,71,17,138,20,18,13,130,0,18,5088,2759,2218,4694,2512,2182,5223,2225,2640,4489,381,1853,4484,1927,2291,5244,2199,2740,5762,2792,2806,5745,2186,3200
87,87,8097,7829,53,62,45,101,3,0,0,8204,7747,8,116,71,238,0,0,0,8626,8012,101,98,77,239,5,8099,7802,10,109,47,103,0,36,34,5,0,184,8613,7993,27,338,69,48,0,6232,6075,28,24,27,75,2,0,0,6298,5995,8,55,75,174,0,35,50,4,0,0,0,6847,6437,66,55,61,160,4,6847,6437,66,29,32,30,0,242,6241,6052,6,55,38,97,0,0,0,0,0,6473,6241,14,130,54,27,0,90,50,0,0,6551,6402,29,0,38,69,0,0,38,0,0,4459,2288,2049,4235,2259,1976,4540,1692,2450,3833,274,1825,3798,1467,2008,4522,1651,2572,5020,2085,2776,4999,1604,3082
88,88,8763,8322,90,172,106,75,7,0,0,9088,8406,175,97,140,266,2,0,0,8961,8154,162,259,132,198,13,8705,8012,118,88,232,246,0,25,185,8,0,355,8798,8290,119,92,139,75,0,6879,6620,49,78,67,54,6,0,0,6967,6664,54,14,54,189,0,10,36,12,0,3,0,7199,6687,114,154,71,139,8,7199,6687,114,98,43,19,1,229,6906,6467,105,3,192,158,0,0,0,0,0,7093,6847,106,7,101,56,0,4,83,0,0,7136,6892,87,82,48,44,0,75,49,0,0,4568,2645,1819,4205,2507,1698,4120,1792,2006,3454,275,1450,3417,1549,1617,4003,1751,1990,4357,2193,2029,4367,1737,2315
89,89,8462,7548,177,497,131,141,16,0,0,7856,6779,140,372,202,589,9,0,0,8931,7191,284,982,164,264,10,8383,7303,146,288,128,576,9,127,52,25,0,567,8644,7603,256,677,154,280,0,6474,5989,94,215,83,99,10,0,0,6148,5603,58,83,84,279,0,75,84,23,0,47,0,6947,5881,179,542,110,185,6,6947,5881,179,471,82,35,3,274,6389,5839,56,82,28,315,0,0,0,0,0,6437,5953,138,153,48,85,0,149,8,0,0,6375,5582,262,257,157,94,0,224,104,0,0,3851,2253,1521,3941,2345,1596,4328,1971,1970,3557,329,1408,3520,1681,1568,4227,1961,1979,4670,2479,2027,4669,1999,2343
90,90,8437,8062,102,108,91,76,3,0,0,8830,8238,157,101,112,367,0,0,0,8935,8162,171,234,128,176,8,8775,8053,214,132,111,444,0,115,98,22,0,269,9463,8955,174,96,84,205,0,6605,6374,62,57,58,61,1,0,0,6690,6383,119,37,33,110,0,25,23,6,0,7,0,7217,6685,102,138,101,140,8,7217,6685,102,92,60,17,3,230,6617,6254,163,49,53,98,0,0,0,0,0,7474,7171,144,26,68,36,0,10,38,0,0,7857,7518,189,39,48,33,0,15,40,0,0,4964,2738,2129,4310,2389,1921,4879,2122,2342,4020,325,1666,3979,1825,1887,4688,2066,2348,5123,2562,2408,5120,2060,2779
91,91,9249,8869,204,59,44,74,6,0,0,9103,8493,375,50,103,222,12,0,0,9208,8515,189,95,73,235,13,9197,8609,240,6,243,206,13,5,103,3,0,230,9158,8488,326,181,33,84,0,7079,6854,123,26,26,52,4,0,0,6925,6525,234,12,51,79,0,8,22,4,0,10,0,7293,6842,92,46,50,174,9,7293,6842,92,33,23,39,1,238,7055,6710,164,8,81,79,0,0,0,0,0,7195,6850,224,54,26,42,0,50,18,0,0,7434,7178,112,53,41,55,0,43,35,0,0,4954,2659,2192,4874,2549,2325,5395,1938,3088,4397,272,2042,4379,1659,2384,5198,1860,3043,5693,2323,3221,5692,1820,3564
92,92,9226,8933,82,71,64,94,0,0,0,9350,8849,126,209,29,401,4,0,0,9420,8812,101,135,71,238,3,9374,8814,154,269,28,359,5,41,19,0,0,346,9426,9030,55,199,45,30,15,7198,7019,43,31,39,71,0,0,0,7215,7015,30,38,15,119,0,24,15,0,0,0,0,7568,7130,68,74,43,190,2,7568,7130,68,39,30,25,0,265,7495,7245,65,79,10,97,0,0,0,0,0,7580,7410,55,88,0,22,4,8,0,0,4,7690,7428,54,122,67,10,9,10,67,5,9,5051,2562,2346,4727,2414,2313,5319,1689,3249,4149,261,2099,4105,1357,2449,5022,1571,3171,5550,1969,3436,5559,1535,3723
93,93,9138,8108,170,573,192,121,14,0,0,9354,8106,265,524,238,356,12,0,0,9285,7297,220,1283,191,192,26,9342,7925,221,764,240,317,5,550,169,11,0,467,9693,8016,225,988,358,183,0,7381,6768,114,268,147,85,7,0,0,7671,7087,234,81,118,149,0,70,92,7,0,15,0,7617,6275,150,774,161,149,26,7617,6275,150,704,97,32,18,277,7489,6798,196,160,100,198,0,0,0,0,0,7599,6763,169,347,203,112,0,273,164,0,0,8228,7037,307,518,251,125,0,432,165,0,0,4581,2937,1551,3999,2500,1499,4432,2550,1583,3605,697,988,3616,2216,1166,3966,2286,1457,4088,2489,1461,4045,2121,1695
94,94,8956,7508,201,983,155,125,6,0,0,9609,8124,189,764,206,440,3,0,0,9349,7144,268,1421,198,287,26,9233,7871,147,533,106,631,0,373,84,15,0,737,9004,7478,220,933,155,261,0,6983,6222,114,434,125,94,3,0,0,7438,6767,139,195,79,267,0,160,68,4,0,6,0,7462,6035,180,842,155,208,20,7462,6035,180,755,109,31,6,324,7316,6826,73,103,53,316,0,0,0,0,0,7041,6396,119,399,34,144,0,295,24,2,0,6591,6098,95,275,18,92,0,200,9,0,0,4045,2630,1336,3910,2443,1467,3931,2119,1527,3099,536,931,3100,1753,1124,3859,2051,1588,4383,2512,1731,4356,2097,2005
95,95,9361,7488,222,1439,101,131,16,0,0,7918,6232,209,1081,50,568,0,0,0,9457,6259,262,2542,144,218,6,7927,5849,237,1231,80,848,0,927,65,56,0,792,9200,6246,289,2506,52,422,22,6989,6094,127,610,65,98,13,0,0,5714,5127,79,244,23,262,0,202,15,33,0,2,0,6772,5132,135,1202,89,167,3,6772,5132,135,1119,62,38,0,244,5320,4515,108,261,68,377,0,0,0,0,0,5961,5132,124,572,29,108,0,483,14,6,0,6388,5468,90,680,69,54,0,604,47,4,0,3696,2340,1283,3633,2269,1364,3912,1766,1847,3067,413,1109,3064,1527,1310,3829,1900,1708,4308,2436,1753,4325,2059,2023
96,96,9137,8169,137,669,95,78,2,0,0,9214,8517,138,271,209,110,0,0,0,9030,7921,168,573,145,157,11,9656,8796,260,213,236,153,0,148,169,0,0,285,9680,8336,275,586,448,98,4,7146,6682,79,278,63,55,1,0,0,7487,7134,72,101,105,64,0,80,52,4,0,0,0,7308,6669,120,253,106,112,9,7308,6669,120,216,73,11,0,204,7675,7261,96,84,121,135,0,0,0,0,0,7819,7329,105,114,244,38,0,80,209,4,0,7300,6660,206,203,167,55,0,104,150,19,0,4602,2722,1791,3942,2464,1478,4610,1858,2393,3860,317,1616,3787,1604,1902,4419,1831,2318,4740,2282,2305,4784,1825,2681
97,97,7956,7605,83,92,70,127,2,0,0,7756,7377,51,67,95,185,0,0,0,8682,7917,155,180,125,219,17,7752,7331,142,60,57,178,0,9,5,0,0,268,8509,8068,141,114,118,35,0,6098,5903,36,44,37,80,2,0,0,5829,5600,35,45,45,104,0,20,8,0,0,4,0,6913,6394,106,97,70,167,10,6913,6394,106,63,39,28,5,248,5877,5653,74,33,18,79,0,0,0,0,0,6309,6084,78,63,33,19,0,49,0,0,0,6738,6542,71,54,8,57,4,50,0,0,4,4509,2268,2137,4086,2111,1975,4328,1527,2459,3563,278,1559,3515,1382,1845,4246,1566,2391,4718,1977,2558,4723,1574,2809
98,98,8305,7997,75,54,97,63,13,0,0,8477,7991,69,52,78,285,8,0,0,8732,8215,106,80,79,160,11,8512,7892,332,55,66,156,82,26,21,0,0,242,8827,7968,522,88,223,28,81,6430,6241,49,30,61,47,9,0,0,6721,6400,50,32,42,195,0,32,16,10,0,0,0,6891,6551,72,44,51,109,3,6891,6551,72,28,29,8,1,181,6635,6226,208,41,30,127,0,0,0,0,0,7062,6568,318,41,91,25,0,33,60,0,0,6960,6595,221,62,69,11,0,45,53,0,0,4731,2543,2097,4801,2555,2246,5281,2340,2546,4649,374,1861,4594,2066,2244,5332,2324,2686,5848,2944,2720,5862,2260,3194
99,99,8524,8089,147,107,116,98,1,0,0,8470,8079,70,73,160,62,0,0,0,8845,8105,172,138,139,216,6,8501,8041,103,107,157,54,0,62,51,7,0,189,8748,8164,152,135,146,88,0,6942,6688,78,50,74,64,0,0,0,7033,6791,67,56,67,38,0,26,8,8,0,0,0,7496,6980,112,88,87,163,5,7496,6980,112,55,65,24,0,237,7030,6778,92,50,66,39,0,0,0,0,0,7357,7064,145,10,59,55,0,0,43,0,0,7486,7313,65,13,46,34,0,0,47,0,0,5611,3360,2152,5370,3349,2021,5603,3307,1957,5214,381,1396,5130,3137,1745,5840,3431,2112,6367,4126,2079,6384,3423,2570
100,100,8536,7720,258,210,311,71,8,0,0,8388,6969,467,540,470,44,4,0,0,9108,7571,399,444,483,174,13,8481,7229,449,441,403,55,0,257,284,0,0,258,8870,7497,334,404,558,64,0,6967,6337,201,152,253,48,5,0,0,7034,6240,367,208,218,5,0,149,146,1,0,4,0,7788,6546,334,347,407,129,12,7788,6546,334,217,265,14,2,389,6847,6107,333,180,197,14,0,0,0,0,0,7140,6281,294,162,374,29,0,109,217,0,0,8088,7065,322,260,382,55,0,183,186,0,0,4869,3297,1497,5074,3471,1603,5257,3373,1528,4758,455,998,4697,3192,1268,5375,3471,1586,5869,4115,1570,5864,3469,1961
101,101,7958,7235,231,189,268,69,9,0,0,8557,7794,192,112,410,38,5,0,0,8834,7914,298,175,237,147,11,8497,7886,227,70,292,13,6,63,94,0,0,213,9090,8470,148,103,315,18,7,6495,5952,172,133,208,50,6,0,0,6783,6349,138,30,217,38,0,26,110,3,0,4,0,7273,6644,192,106,170,115,9,7273,6644,192,39,120,14,4,233,6868,6505,167,14,172,10,0,0,0,0,0,7178,6840,128,27,179,14,0,3,118,0,0,7017,6678,187,24,102,36,0,0,77,0,0,4722,3188,1456,4487,3066,1421,5104,3276,1488,4627,447,972,4549,3095,1226,5215,3367,1541,5689,3995,1519,5700,3365,1912
102,102,7879,7463,81,75,206,64,9,0,0,8439,7664,233,153,349,134,17,0,0,8737,7891,167,124,298,130,8,8517,7774,134,159,434,61,11,19,189,0,0,401,8700,7917,178,106,368,38,0,6094,5838,53,42,120,49,5,0,0,6595,6105,169,60,170,80,0,35,85,0,0,15,0,6976,6443,110,65,181,93,6,6976,6443,110,36,143,20,2,198,6675,6230,98,39,255,25,0,0,0,0,0,6785,6405,120,29,185,32,0,4,125,0,0,6990,6704,70,45,134,20,0,21,109,4,0,5019,3277,1642,5014,3250,1764,5482,3471,1647,5162,551,1181,5070,3309,1527,5734,3670,1779,6236,4373,1679,6245,3762,2147
103,103,8349,8004,104,63,142,40,6,0,0,8529,7947,92,71,322,24,0,0,0,8990,8147,190,155,296,99,15,8567,7959,107,57,274,100,0,57,244,79,0,17,8984,8427,178,89,149,63,0,6446,6240,60,39,77,28,4,0,0,6450,6250,75,24,85,8,0,24,85,4,0,0,0,6839,6369,105,83,160,64,11,6839,6369,105,55,123,12,3,153,6455,6185,63,20,98,88,0,0,0,0,0,6530,6315,79,45,59,33,0,45,59,19,0,6718,6460,163,53,0,29,13,53,0,15,13,5474,3513,1898,5517,3379,2138,5557,3737,1506,5354,629,1137,5243,3446,1572,5894,3912,1725,6414,4836,1442,6435,3990,2142
104,104,8742,8467,71,73,63,75,10,0,0,9048,8537,69,15,234,191,0,0,0,9004,8428,136,96,82,172,12,9238,8812,53,22,274,69,0,11,188,10,0,163,8978,8715,34,68,37,62,0,6687,6517,40,34,36,53,6,0,0,6991,6731,56,12,80,116,0,4,45,4,0,0,0,7268,6871,78,47,54,133,11,7268,6871,78,24,35,16,1,221,7034,6861,32,12,95,23,0,0,0,0,0,7059,6899,32,24,35,57,0,20,10,44,0,7167,6951,104,23,7,68,0,19,0,68,0,4924,2654,2184,5005,2580,2425,5208,2185,2628,4603,358,2017,4571,1986,2327,5288,2234,2751,5806,2816,2793,5811,2232,3222
105,105,8126,7849,69,75,74,50,5,0,0,8590,8085,141,154,141,93,13,0,0,9013,8283,174,106,171,188,8,8569,7923,119,200,134,35,5,60,115,0,0,346,9117,8205,142,109,164,25,5,6218,6052,43,41,40,41,5,0,0,6744,6374,84,95,100,73,0,40,90,50,0,15,0,7043,6575,101,60,115,124,5,7043,6575,101,34,69,2,2,225,6966,6689,73,95,85,27,0,0,0,0,0,7281,7011,82,45,124,27,0,35,84,0,0,7223,6811,143,0,221,56,0,0,164,0,0,5185,2946,2148,4941,2691,2250,5458,2721,2358,4942,475,1747,4906,2449,2214,5651,2769,2580,6227,3485,2551,6245,2763,3084
106,106,8310,7948,72,121,90,77,7,0,0,8894,8276,37,174,139,268,0,0,0,9155,8383,144,194,152,181,10,9399,8625,83,201,259,128,0,145,146,10,0,393,9344,8337,191,101,338,15,0,6355,6142,46,59,41,59,7,0,0,6996,6687,35,71,74,133,0,70,10,10,0,0,0,7281,6751,101,110,102,130,7,7281,6751,101,74,60,31,1,243,7290,7009,56,62,68,71,0,0,0,0,0,7562,7275,102,18,111,15,0,4,60,0,0,7529,7094,154,71,110,55,0,35,92,0,0,4538,2505,1956,4261,2280,1981,4932,2155,2421,4160,385,1554,4139,1830,2080,5056,2230,2542,5725,2905,2628,5727,2321,3050
107,107,8691,8345,74,121,92,71,7,0,0,9301,8691,98,135,170,196,0,0,0,9279,8320,218,294,209,154,15,9064,8421,87,150,136,264,0,98,122,0,0,322,9236,8341,198,106,309,219,0,6815,6592,47,78,51,57,4,0,0,7564,7168,100,103,95,121,0,65,90,0,0,0,0,7457,6749,160,240,132,121,9,7457,6749,160,184,103,32,5,206,7220,6816,98,97,96,143,0,0,0,0,0,7533,6935,168,91,213,175,0,75,135,0,0,7712,7191,106,133,119,208,0,129,63,0,0,4717,2581,2044,4594,2447,2147,5000,2190,2448,4223,391,1577,4196,1855,2102,5130,2256,2580,5797,2939,2664,5796,2351,3088
108,108,8861,8512,77,97,105,68,3,0,0,8929,8515,60,173,85,103,0,0,0,9349,8433,204,264,215,168,12,8689,8168,56,167,103,178,0,87,82,64,0,231,8925,7760,195,185,334,312,0,6970,6730,56,62,68,54,3,0,0,6835,6494,51,128,55,109,0,68,40,80,0,0,0,7423,6771,138,201,129,137,8,7423,6771,138,143,88,31,3,224,6506,6065,64,144,86,165,0,0,0,0,0,6707,6042,161,123,160,215,0,69,75,70,0,7237,6469,171,79,350,175,4,63,198,44,4,4799,2860,1852,4841,2800,2041,4991,2562,2031,4174,532,1414,4343,2014,2121,4845,2336,2223,5099,2879,2029,5127,2286,2527
109,109,7490,7149,75,87,125,59,1,0,0,8653,8246,286,74,32,20,0,0,0,8987,8156,135,178,254,162,13,9034,8145,258,238,209,253,0,60,187,0,0,381,9074,7972,222,261,322,357,0,5686,5476,48,45,80,42,0,0,0,6595,6406,147,26,0,17,0,22,0,0,0,0,0,6972,6391,91,115,186,123,10,6972,6391,91,77,141,16,5,235,6934,6495,119,35,164,104,0,0,0,0,0,6913,6398,113,25,200,133,0,20,115,4,0,6940,6424,69,44,221,144,0,39,140,8,0,4134,2325,1740,4040,2334,1706,4756,2476,1922,4341,460,1559,4539,2049,2307,5341,2669,2415,6093,3649,2257,6099,2913,2849
110,110,7782,7497,91,59,90,40,11,0,0,8700,7977,420,149,188,72,6,0,0,9103,8512,155,100,188,113,3,8908,7992,548,130,238,94,4,27,166,0,0,174,9297,8551,339,50,257,133,0,5741,5598,45,26,48,21,5,0,0,6441,6080,185,50,112,8,0,50,97,0,0,4,0,6967,6596,102,55,110,69,2,6967,6596,102,41,74,3,2,134,6435,5961,244,25,182,20,0,0,0,0,0,6821,6391,208,30,166,24,0,20,136,0,0,7034,6690,133,43,152,17,0,21,78,0,0,5351,3142,2122,5397,3028,2369,5840,3555,1876,5578,456,1500,5539,3292,2027,6114,3633,2215,6576,4510,1923,6612,3583,2725
111,111,8571,8091,115,63,248,50,4,0,0,8948,8474,93,1,308,73,0,0,0,9379,8415,228,137,366,129,6,9163,8340,390,1,379,53,0,0,290,0,0,143,9475,8572,337,8,325,34,0,6412,6136,61,36,147,31,2,0,0,6774,6563,63,4,123,27,0,0,123,0,0,0,0,7281,6648,144,79,237,83,6,7281,6648,144,49,201,6,2,194,6588,6310,120,4,139,27,0,0,0,0,0,6767,6429,114,8,176,29,0,4,80,0,0,6933,6464,158,31,249,21,0,31,136,0,0,5511,3232,2207,5808,3236,2572,6018,3705,1987,5627,527,1536,5683,3345,2105,6335,3797,2287,6858,4684,2017,6882,3845,2764
112,112,8502,7741,109,333,291,31,5,0,0,9010,8121,98,560,64,117,24,0,0,9302,7759,175,802,363,109,11,8508,7658,55,478,153,128,44,436,38,24,18,279,9246,7780,115,739,482,128,89,6424,5992,62,182,163,22,5,0,0,6651,6212,22,275,52,57,25,260,52,20,25,0,0,7410,6419,115,484,260,75,9,7410,6419,115,429,208,13,3,203,6577,6190,9,230,30,67,20,0,0,0,0,6938,6366,41,175,223,60,20,135,99,0,20,7065,6396,142,15,346,60,0,0,156,4,0,5256,3386,1797,4644,3269,1375,5277,3371,1620,4806,555,1166,4804,3031,1570,5327,3300,1772,5700,3935,1605,5697,3231,2134
113,113,9588,7538,281,1007,730,74,11,0,0,9863,7459,458,1291,621,72,37,0,0,9440,6884,297,1299,735,156,21,9503,7695,454,638,656,112,28,605,476,1,0,257,9603,7408,175,1221,705,113,0,7426,6230,169,490,497,55,5,0,0,6898,5852,242,345,384,74,0,341,350,0,0,0,0,7518,5803,206,778,559,101,15,7518,5803,206,708,505,7,6,249,7049,6165,193,255,380,61,0,0,0,0,0,7131,6290,153,216,396,47,0,210,387,0,0,6851,6023,198,173,409,28,0,169,409,0,0,5141,3754,1295,4716,3718,998,5083,3679,1113,4527,823,746,4484,3307,996,5102,3586,1207,5538,4242,1129,5533,3493,1514
114,114,8376,7061,170,692,371,93,15,0,0,8085,6606,106,514,851,0,11,0,0,8609,6703,291,1007,461,114,11,7727,6079,116,673,847,0,6,577,739,0,0,210,8086,6634,167,877,325,37,0,6834,6081,99,346,246,59,9,0,0,6572,5741,37,253,537,0,0,224,492,0,0,11,0,7266,5994,207,605,341,88,9,7266,5994,207,552,273,9,2,210,6182,5357,45,222,536,0,0,0,0,0,0,6427,5807,88,285,224,4,0,246,224,0,0,6912,6284,94,228,225,67,0,167,199,0,0,4742,3454,1204,4348,3427,921,4787,3425,1124,4030,746,618,4011,2972,862,4825,3444,1089,5343,4201,1013,5366,3544,1325
115,115,8754,7694,223,462,304,79,12,0,0,8807,7794,215,324,399,67,32,0,0,8964,7682,292,467,325,124,12,9262,7924,182,502,586,49,0,455,480,11,0,169,9479,7900,219,740,544,37,0,7352,6661,148,269,209,68,8,0,0,7357,6855,172,113,145,41,0,113,110,8,0,35,0,7697,6811,205,319,224,86,8,7697,6811,205,276,160,18,1,210,7320,6846,164,87,218,34,0,0,0,0,0,7368,6825,177,208,167,28,0,146,140,10,0,6971,6382,80,236,267,29,0,195,253,6,0,4947,3852,1001,4846,3819,1027,4837,3656,899,4132,927,495,4128,3274,675,4729,3516,861,5085,4104,800,5089,3398,1062
